id,nct_id,responsible_party_type,name,title,organization,affiliation
889324,NCT01697410,Principal Investigator,Guan XiangDong,director of surgical intensive care unit,,"First Affiliated Hospital, Sun Yat-Sen University"
913571,NCT01377519,Sponsor,,,,
766797,NCT03295422,Principal Investigator,"Christopher E. Woods, MD, PhD",Study Principal Investigator,,Sequoia Hospital
931953,NCT00333320,Sponsor,,,,
792730,NCT02957851,Sponsor,,,,
989609,NCT01168999,Sponsor,,,,
808403,NCT02753582,Principal Investigator,Siti Setiati,"Prof. MD, PhD",,Indonesia University
776695,NCT03166566,Principal Investigator,SÉRGIO JACOBOVITZ,co-advisor,,Federal University of Minas Gerais
807301,NCT02767960,Principal Investigator,Rchuang,Professor,,The First Affiliated Hospital of Dalian Medical University
882080,NCT01792024,Sponsor,,,,
809202,NCT02743169,Sponsor,,,,
829108,NCT02483429,Sponsor,,,,
932829,NCT00351845,,"Kevin C. Maki, PhD",,Provident Clinical Research,
1135075,NCT02982460,Principal Investigator,Alejandro Luque-Suarez,PhD,,University of Malaga
849341,NCT02219633,Sponsor,,,,
944782,NCT00568308,,Liz Wilson,,Progen Pharmaceuticals,
907429,NCT01458743,Sponsor,,,,
842605,NCT02307409,Sponsor,,,,
1080637,NCT03283735,Principal Investigator,Pedro Augusto Simões,Doctor,,University of Beira Interior
958380,NCT00751595,Sponsor-Investigator,"Barbara Ensoli, MD",PHD,,Istituto Superiore di Sanità
864871,NCT02016898,Sponsor,,,,
965115,NCT00846833,,Dae Seog Heo/Professor,,Seoul National University Hospital,
859221,NCT02090647,Principal Investigator,Prof. Marco Ferrari,Professor,,University of Siena
869060,NCT01962142,Sponsor,,,,
836327,NCT02389348,Sponsor,,,,
1050593,NCT02981836,Sponsor,,,,
820294,NCT02598414,Sponsor,,,,
915731,NCT01348945,,Holly Leung King Ho,,Physiotherapy Department of Prince of Wales Hospital,
902046,NCT01529619,Sponsor,,,,
1112347,NCT02697344,Sponsor,,,,
841030,NCT02327975,Principal Investigator,Josep1,Professor,,University of the Balearic Islands
836416,NCT02388347,Sponsor,,,,
792323,NCT02963168,Sponsor,,,,
1000280,NCT01319916,,"Daniel R. Lee, M.S., Director, Clinical",,"Kythera Biopharmaceuticals, Inc.",
1041031,NCT00837408,Sponsor,,,,
1005625,NCT02927639,Sponsor,,,,
909451,NCT01431846,Sponsor,,,,
925334,NCT00190528,Sponsor-Investigator,Haruhiko Fukuda,JCOG Data Center,,Japan Clinical Oncology Group
945214,NCT00565929,Sponsor,,,,
788370,NCT03014609,Sponsor,,,,
811474,NCT02713581,Sponsor,,,,
1144156,NCT02718365,Principal Investigator,Lunxu Liu,Professor and Chair of Department of Thoracic Surgery,,West China Hospital
1155106,NCT03347812,Principal Investigator,Chang Shu,Director of Vascular Surgery Center,,"Chinese Academy of Medical Sciences, Fuwai Hospital"
887940,NCT01715532,Principal Investigator,Hao Chen,"Associated Professor, MD, Ph D",,Fudan University
882402,NCT01787825,Sponsor,,,,
891967,NCT01662596,Sponsor,,,,
886074,NCT01739946,Sponsor-Investigator,"Michael Chancellor, MD",Principal Investigator,,William Beaumont Hospitals
846278,NCT02259582,Sponsor,,,,
936476,NCT00413933,Principal Investigator,Yan Press,head of Unit for Community Geriatrics,,Soroka University Medical Center
822130,NCT02574507,Sponsor,,,,
880686,NCT01810263,Principal Investigator,Nam-Jong Paik,professor,,Seoul National University Bundang Hospital
856439,NCT02127008,Principal Investigator,Jin S. Yeom,Seoul National University Bundang Hospital,,Seoul National University Hospital
778885,NCT03138044,Principal Investigator,Osama Mohamed Elsanousi,General Surgeon,,The National Ribat University
958479,NCT00752999,Sponsor,,,,
935647,NCT00405431,Principal Investigator,"Marlene Moster, MD",Attending Surgeon,,Wills Eye
790866,NCT02982135,Sponsor-Investigator,liuxingju,Principal investigator,,Ministry of Science and Technology of the People´s Republic of China
956143,NCT00720915,Sponsor,,,,
892145,NCT01660243,Sponsor,,,,
928717,NCT00258232,Sponsor,,,,
871957,NCT01924338,Sponsor-Investigator,Dr. Floris Ernst,Senior Research Associate,,University of Luebeck
781002,NCT03110510,Principal Investigator,Joon Oh Park,professor,,Samsung Medical Center
775428,NCT03183050,Principal Investigator,Suzanne C. O'Neill,Associate Professor,,Georgetown University
830457,NCT02465879,Principal Investigator,Dr. Mary Bell,Rheumatologist,,Sunnybrook Health Sciences Centre
1098657,NCT03211364,Sponsor,,,,
954913,NCT00705237,,"Peter Catalano, M.D.",,Lahey Clinic,
1023707,NCT01068561,Principal Investigator,Rubens Camargo Siqueira,"MD,PhD",,University of Sao Paulo
969773,NCT00909389,Sponsor,,,,
972224,NCT00935246,Principal Investigator,Doh Kwan Kim,"M.D., Ph.D.",,Samsung Medical Center
1134914,NCT03152370,Sponsor,,,,
912445,NCT01392352,Principal Investigator,Duncan Jodrell,Professor Duncan Jodrell,,Cambridge University Hospitals NHS Foundation Trust
996664,NCT01263691,Sponsor,,,,
952455,NCT00665886,,Juan Luís González López/Materials Resources Coordinator,,Hospital Clínico San Carlos de Madrid (Spain),
957082,NCT00734240,,"Isis Pharmaceuticals, Inc.",,"Isis Pharmaceuticals, Inc.",
810635,NCT02724501,Sponsor,,,,
951885,NCT00669422,Sponsor,,,,
919175,NCT00038766,Sponsor,,,,
872743,NCT01914094,Principal Investigator,Dr. Rakesh C. Arora,"Medical Director, Intensive Care Cardiac Sciences",,St. Boniface General Hospital Research Centre
789428,NCT03000855,Principal Investigator,Anthony Teoh,Honorary Associate Professor,,Chinese University of Hong Kong
971854,NCT00930163,Sponsor,,,,
981537,NCT01069133,Principal Investigator,Jasmohan Bajaj,Associate Professor of Medicine,,Hunter Holmes Mcguire Veteran Affairs Medical Center
835701,NCT02397499,Sponsor,,,,
1169463,NCT03302208,Sponsor-Investigator,Nesrine El-Refai,professor,,Cairo University
917549,NCT00005485,Sponsor,,,,
931126,NCT00319592,Sponsor,,,,
829545,NCT02477735,Sponsor,,,,
924994,NCT00175110,,Jeffrey B. Blumberg,,Tufts University,
796169,NCT02913014,Principal Investigator,"Sultan Siddique, MD","MD, FACC, FHRS, Cardiovascular Disease, ABIM Clinical Cardiac Electrophysiology",,Palmetto Health
981570,NCT01069575,Principal Investigator,Yataro Daigo,"Professor, Director of Cancer Center",,Shiga University
906726,NCT01467986,Principal Investigator,Prof. Dr. med. Selim Corbacioglu,Prof. Dr. med.,,University of Regensburg
796733,NCT02905669,Sponsor,,,,
999623,NCT01302613,Sponsor,,,,
853171,NCT02169661,Sponsor,,,,
891717,NCT01666093,Principal Investigator,Robert F Bonvini,MD,,"University Hospital, Geneva"
916940,NCT00003479,Sponsor,,,,
951663,NCT00668408,,Antonio Corrado,,Azienda Ospedaliero-Universitaria Careggi Firenze (UTIP),
865150,NCT02013245,Sponsor,,,,
781317,NCT03106402,Principal Investigator,"Hong Kyun Kim, M.D",Professor,,Kyungpook National University
872635,NCT01915589,Sponsor,,,,
860747,NCT02070744,Sponsor,,,,
894581,NCT01627652,Sponsor,,,,
1081551,NCT02047877,Sponsor,,,,
1022585,NCT01511991,Principal Investigator,"Tae-Yop Kim, MD PhD",Professor of Anesthesiology,,Konkuk University Medical Center
846355,NCT02258581,Sponsor,,,,
800508,NCT02856529,Sponsor,,,,
1118970,NCT03365102,Principal Investigator,Richard Liu,Assistant Professor,,Lifespan
867633,NCT01980784,Principal Investigator,Intensivmedizin SPZ,Dr. Peter Felleiter,,Swiss Paraplegic Centre Nottwil
798297,NCT02885311,Principal Investigator,Jonathan Morgenstern,"Director, Addiction Services",,Northwell Health
971953,NCT00931515,Sponsor,,,,
1041231,NCT00339612,Sponsor,,,,
898457,NCT01576783,Sponsor-Investigator,Sarah Keim,Principal Investigator,,Nationwide Children's Hospital
936071,NCT00412984,Sponsor,,,,
984850,NCT01115647,Sponsor,,,,
908490,NCT01444482,Sponsor,,,,
812675,NCT02697942,Sponsor,,,,
972978,NCT00952627,Principal Investigator,Ronald Watson,Prinicpal Investigator,,University of Arizona
919043,NCT00047073,,"Timothy Cloughesy, M.D.",,UCLA,
791658,NCT02971865,Principal Investigator,Ryan Bellacov,Chairman of the board,,"Community Wellness Center, West Linn, OR"
1093039,NCT02570659,Principal Investigator,Eric Rydman,Med dr,,Karolinska Institutet
862864,NCT02043080,Sponsor,,,,
845807,NCT02265718,Sponsor,,,,
889494,NCT01695187,Sponsor,,,,
1145440,NCT03379623,Sponsor-Investigator,Muhammad Kamil Che Hasan,PhD Candidate,,University of Manchester
1088391,NCT02697435,Sponsor,,,,
1001341,NCT01325597,Principal Investigator,Graciele Sbruzzi,Doutora,,Instituto de Cardiologia do Rio Grande do Sul
900810,NCT01546025,Principal Investigator,Suzanne M. Colby,"Associate Professor, Research",,Brown University
791127,NCT02978742,Principal Investigator,Aaron Keshen,Psychiatrist,,Nova Scotia Health Authority
770721,NCT03244345,Sponsor,,,,
888260,NCT01711333,Sponsor,,,,
940967,NCT00500487,Sponsor,,,,
896407,NCT01603680,Principal Investigator,Paula Diéguez García,Principal Investigator,,Complexo Hospitalario Universitario de A Coruña
841886,NCT02316782,Sponsor,,,,
902186,NCT01527786,Principal Investigator,Dr. Shaila Misri,Dr.,,BC Women's Hospital & Health Centre
1156854,NCT02098161,Sponsor,,,,
1170525,NCT02592174,Sponsor,,,,
775800,NCT03178201,Sponsor-Investigator,Changchun Deng,Assistant Professor of Medicine,,Columbia University
1113069,NCT00500591,Sponsor,,,,
1118525,NCT00899548,Sponsor,,,,
846939,NCT02250924,Sponsor,,,,
964442,NCT00838799,,"James Perhach, Ph.D., Executive Director, Clinical Development",,"Forest Research Institute, a subsidiary of Forest Laboratories, Inc.",
1088653,NCT02279173,Sponsor,,,,
852734,NCT02175342,Sponsor,,,,
779433,NCT03130920,Principal Investigator,"Mislav Rakić, MD",Head of hepatobilliary Department of surgery,,University Hospital Dubrava
994250,NCT01238497,Sponsor,,,,
818154,NCT02626416,Principal Investigator,Haotian Lin,"Principal Investigator, Home for Cataract Children, Zhongshan Ophthalmic Center",,Sun Yat-sen University
1155272,NCT03207906,Sponsor,,,,
808023,NCT02758535,Sponsor,,,,
814215,NCT02677818,Sponsor,,,,
871883,NCT01925300,Sponsor,,,,
863750,NCT02031510,Sponsor,,,,
781664,NCT03101878,Sponsor,,,,
815858,NCT02656355,Principal Investigator,Ya-Ju Chang,Professor,,Chang Gung University
848023,NCT02236793,Sponsor,,,,
823548,NCT02556021,Sponsor,,,,
816022,NCT02654223,Sponsor,,,,
850019,NCT02210780,Sponsor,,,,
856530,NCT02125825,Sponsor,,,,
1020490,NCT02291601,Sponsor,,,,
1121719,NCT02145091,Sponsor,,,,
975199,NCT00975715,Sponsor,,,,
923989,NCT00156078,,"Director, Clinical Trials Disclosure Group",,"Pfizer, Inc",
1110261,NCT02776839,Sponsor,,,,
988171,NCT01156142,Sponsor,,,,
1135645,NCT02047903,Sponsor,,,,
952406,NCT00665249,Principal Investigator,Jonathan Morgenstern,"Professor and Director, Substance Abuse Services",,North Shore Long Island Jewish Health System
832651,NCT02437266,Principal Investigator,Dr. Vitsarut Buttagat,Dr. Vitsarut Buttagat,,Mae Fah Luang University Hospital
1025090,NCT00496769,Sponsor,,,,
819788,NCT02605070,Sponsor,,,,
840382,NCT02336425,Sponsor,,,,
832842,NCT02434783,Sponsor,,,,
886536,NCT01733914,Principal Investigator,"Ming Yi, PhD, principle investigator",Dr,,Peking University
965057,NCT00846079,,"Tracy Callister,MD",,"Tennessee Heart and Vascular Institute, P.C.",
795611,NCT02920294,Sponsor,,,,
955297,NCT00713115,,Shih-Chieh Chueh,,"Department of Urology, National Taiwan University Hospital",
1130446,NCT03371641,Sponsor,,,,
837575,NCT02373111,Principal Investigator,Jin Ho Chung,Professor,,Seoul National University Hospital
792436,NCT02961686,Principal Investigator,Michele Tedeschi,Medical Doctor,,Istituto Clinico Humanitas
766827,NCT03295032,Principal Investigator,Rebecca Large,Principal Investigator,,Cardiff University
960645,NCT00785330,,Prof. Dr. med. Glass,,"University Hospital Goettingen, Germany",
984480,NCT01100905,,"James P. McClung, Ph.D.",,USARIEM,
1099115,NCT01927718,Sponsor,,,,
894251,NCT01631968,Principal Investigator,Pedro Hinarejos,PhD,,Parc de Salut Mar
840994,NCT02328443,Principal Investigator,Joo-Youn Cho,Professor,,Seoul National University Hospital
831648,NCT02450344,Sponsor,,,,
981668,NCT01063296,,Ding Ma,,Cancer Biology Research Center of Tongji Hospital,
849792,NCT02213757,Sponsor,,,,
1097855,NCT02223637,Sponsor,,,,
768013,NCT03279757,Sponsor,,,,
995962,NCT01254188,Sponsor,,,,
952088,NCT00660205,Sponsor,,,,
916516,NCT00002514,Sponsor,,,,
881931,NCT01793987,Principal Investigator,Brian Rotenberg,Assistant Professor,,"Western University, Canada"
948278,NCT00613886,Sponsor,,,,
999664,NCT01309711,Principal Investigator,Sudhin Thayyil,Consultant Neonatologist,,"Thayyil, Sudhin"
800079,NCT02862119,Sponsor-Investigator,Felix Bohm,"MD, PhD, Interventional Cardiologist",,Karolinska University Hospital
791766,NCT02970422,Principal Investigator,"Dennis Jensen, Ph.D.",Assistant Professor,,McGill University
779803,NCT03126110,Sponsor,,,,
905916,NCT01478672,Principal Investigator,Inger Lindberg,Investigator,,Luleå Tekniska Universitet
851623,NCT02189850,Sponsor,,,,
870406,NCT01944592,Principal Investigator,Thomas Justin Clark,Consultant Obstetrician and Gynaecologist,,Birmingham Women's NHS Foundation Trust
892027,NCT01661894,Principal Investigator,Lee Tih Shih,Associate Professor,,Duke-NUS Graduate Medical School
795815,NCT02917642,Principal Investigator,Ericka Tavares Pinheiro,PhD,,University of Sao Paulo
828410,NCT02492555,Sponsor,,,,
947665,NCT00605670,Sponsor,,,,
838221,NCT02364635,Sponsor,,,,
969426,NCT00902785,,"Director, Clinical Trial Disclosure Group",,"Pfizer, Inc.",
912052,NCT01397552,Principal Investigator,William Lavelle,Associate Professor,,State University of New York - Upstate Medical University
836146,NCT02391714,Sponsor,,,,
911283,NCT01407614,,P.R.A.M. Depauw / drs,,Neurosurgery St Elisabeth Hospital The Netherlands,
1084732,NCT02417428,Principal Investigator,Mylène Aubertin-Leheudre,Professor-Researcher,,Universite du Quebec a Montreal
1000799,NCT01318408,Principal Investigator,Carol Lippa,Principal Investigator,,Drexel University
959882,NCT00765986,Sponsor,,,,
967656,NCT00883545,Sponsor,,,,
1000736,NCT01317589,Sponsor,,,,
831501,NCT02452255,Sponsor,,,,
794773,NCT02931240,Sponsor,,,,
978435,NCT01019174,Sponsor,,,,
862052,NCT02053662,Principal Investigator,Arnab Chakravarti,Principal Investigator,,Ohio State University Comprehensive Cancer Center
1141526,NCT02587065,Sponsor,,,,
974070,NCT00960323,,Vice President Branded Products and Medical Affairs,,"Mutual Pharmaceutical Company, Inc.",
1170642,NCT02480764,Sponsor,,,,
787567,NCT03025074,Principal Investigator,Andrew Talal,Professor of Medicine,,State University of New York at Buffalo
1112895,NCT01463202,Principal Investigator,Beatrice Chen,Assistant Professor,,University of Pittsburgh
805001,NCT02797925,Principal Investigator,Peter Hung Thanh Tran,"Doctor, phd student",,Bispebjerg Hospital
967844,NCT00874978,,Professor Ghulam Mufti,,King's College London,
910197,NCT01422057,Principal Investigator,Axel Bauer,Prof. Dr. med. Axel Bauer,,Thebiosignals.com
845373,NCT02271360,Principal Investigator,khalid abd aziz mohamed,lecturer of ob/gyn,,Benha University
937528,NCT00441753,,Radboud UNiversity Nijmegen Medical Centre,,Radboud UNiversity Nijmegen Medical Centre,
1075873,NCT03222310,Sponsor,,,,
954389,NCT00691379,Principal Investigator,VASSILIKI SXOINA,Prof. D. Mavroudis,,Hellenic Oncology Research Group
936827,NCT00427258,,Jeff Cohn,,Salix Pharmaceuticals,
975447,NCT00985335,Principal Investigator,Sivarama Vinjamury,Professor,,Southern California University of Health Sciences
907399,NCT01459133,Sponsor,,,,
950510,NCT00644930,,Dr. Irfan Ucgun,,"Eskisehir Osmangazi University, Department of Chest Diseases",
881180,NCT01803815,Sponsor,,,,
910836,NCT01413698,,"Prof. Noam Gavriely MD, PhD.",,KarmelSonix Ltd.,
936057,NCT00412789,,External Affairs,,Novartis Pharmaceuticals,
778276,NCT03145974,Principal Investigator,Jesus Villar,Clinical scientist,,Dr. Negrin University Hospital
1169975,NCT03035019,Principal Investigator,Eva Szigethy,"MD, Phd",,University of Pittsburgh
846628,NCT02255149,Principal Investigator,Hsun-Liang Chan,Assistant Professor,,University of Michigan
982070,NCT01075386,Sponsor,,,,
942612,NCT00529360,Principal Investigator,Mitchell Cairo,Principal Investigator,,New York Medical College
995312,NCT01252316,Sponsor,,,,
963293,NCT00819702,Principal Investigator,Howard Dubowitz,Professor of Pediatrics,,University of Maryland
907460,NCT01458327,Sponsor,,,,
825136,NCT02535273,Sponsor,,,,
1046294,NCT03299777,Sponsor,,,,
861928,NCT02055287,Sponsor,,,,
972797,NCT00950339,Principal Investigator,michal roll,Interventional cardiologist,,Tel-Aviv Sourasky Medical Center
949790,NCT00636597,Sponsor,,,,
1023854,NCT01010516,,Prof Moses Elisaf,,University of Ioannina Medical School,
971045,NCT00919113,Sponsor,,,,
981167,NCT01065688,,Second Department of Surgery,,Wakayama Medical University,
1120463,NCT00102544,Sponsor,,,,
860581,NCT02072915,Sponsor,,,,
947822,NCT00607399,,"Terry Rugg, MD",,"SGX Pharmaceuticals, Inc.",
1156684,NCT02808780,Sponsor,,,,
869811,NCT01952340,Principal Investigator,Dr. Grant Pierce,Executive Director of Research and Professor,,St. Boniface General Hospital Research Centre
864361,NCT02023541,Sponsor,,,,
853899,NCT02160132,Principal Investigator,Yanhong Deng,The Sixth Affiliated Hospital of Sun Yat-Sen University,,Sun Yat-sen University
981633,NCT01070433,Sponsor,,,,
1075726,NCT03336983,Principal Investigator,Alfredo Berruti,Principal Investigator,,Azienda Ospedaliera Spedali Civili di Brescia
978579,NCT01021163,,Young Lan Kwak / Professor,,Anesthesiology and Pain Medicine,
905842,NCT01479712,Sponsor,,,,
1025053,NCT00520949,,Dr Zaigham Abbas,,The Aga Khan University Hospital,
818206,NCT02625740,Principal Investigator,Roberto Gandini,Medical Doctor,,University of Rome Tor Vergata
933166,NCT00358644,Sponsor,,,,
842752,NCT02305485,Sponsor,,,,
1104887,NCT03135210,Sponsor,,,,
789897,NCT02994797,Sponsor,,,,
842201,NCT02312674,Sponsor,,,,
911996,NCT01398280,Principal Investigator,Jeremiah Miller,Resident-Physician,,"University of California, San Diego"
1155524,NCT02923141,Principal Investigator,Adam Carrico,Associate Professor of Public Health Sciences and Psychology,,University of Miami
904320,NCT01499680,Sponsor,,,,
911605,NCT01403402,Sponsor,,,,
850246,NCT02207816,Sponsor,,,,
1098272,NCT00649766,,Nancy Ellish,,"University of Maryland, Baltimore",
828285,NCT02494180,Principal Investigator,lydia lai,Associate Consultant,,Kwong Wah Hospital
981642,NCT01062958,Sponsor,,,,
948455,NCT00617968,,Nathalie Billon/Study Director,,sanofi-aventis,
968585,NCT00891111,,Professor George Loewenstein,,Carnegie Mellon University,
1076455,NCT01072149,Sponsor,,,,
779343,NCT03132090,Principal Investigator,Prof. Dr. Nina Schwenzer,Prof. Dr. med. Nina Schwenzer (clinical professor & PI),,University Hospital Tuebingen
889104,NCT01700309,Principal Investigator,Sølvi Helseth,Professor,,Oslo and Akershus University College of Applied Sciences
864698,NCT02019147,Principal Investigator,Dr. Deirdre Murray,"Senior Lecturer, Consultant Paediatrician",,University College Cork
860088,NCT02079337,Principal Investigator,Matias Vested Madsen,MD,,Herlev Hospital
973600,NCT00963300,,Robert Dale Timmerman,,Simmons Comprehensive Cancer Center at University of Texas Southwestern Medical Center - Dallas,
795299,NCT02924363,Sponsor-Investigator,Dipan Shah,"Dipan J. Shah, MD, Director Cardiovascular MRI Laboratory, Houston Methodist DeBakey Heart & Vascular Center (HMDHVC)",,The Methodist Hospital System
891692,NCT01666418,Sponsor,,,,
988686,NCT01164059,Principal Investigator,Prof. Dr. Eckart Rüther,Principal Investigator,,University of Bremen
976099,NCT00988078,Principal Investigator,Margareth Chiharu Iwata,post graduation,,Federal University of São Paulo
1169659,NCT03214172,Sponsor,,,,
886350,NCT01736358,Principal Investigator,David Hoenig,Associate Professor,,Montefiore Medical Center
778544,NCT03142516,Sponsor,,,,
892934,NCT01649882,Sponsor-Investigator,Kai Schoenhage,"Assistant Professor, Anesthesiology Director of Perioperative Services, Director of Liver Transplant Anesthesia, Department of Anesthesiology",,University of Arizona
979545,NCT01042327,,A Davenport,,"Center for nephrology, University College London Medical School",
1052584,NCT01378273,Principal Investigator,Sandra Juul,Professor of Pediatrics,,University of Washington
951926,NCT00670839,Sponsor,,,,
1000146,NCT01316107,Sponsor,,,,
879996,NCT01819272,Sponsor,,,,
914083,NCT01370707,Sponsor,,,,
900361,NCT01551784,Sponsor,,,,
973466,NCT00961441,Sponsor,,,,
846223,NCT02260297,Principal Investigator,Guang Ning,Shanghai Jiao Tong University School of Medicine,,Shanghai Jiao Tong University School of Medicine
960906,NCT00779844,Sponsor,,,,
907904,NCT01452464,Sponsor,,,,
924822,NCT00171249,Sponsor,,,,
1129977,NCT00709306,Principal Investigator,"Carolyn J. Heckman, PhD",Associate Professor,,Fox Chase Cancer Center
980381,NCT01052311,Sponsor,,,,
972377,NCT00945373,,"Ellen Marmur, Chief, Dermatologic & Cosmetic Surgery",,Mount Sinai School of Medicine,
911725,NCT01401829,Principal Investigator,"Laura Q. Rogers, MD, MPH",Professor,,University of Alabama at Birmingham
841654,NCT02319824,Principal Investigator,Seth Pollack,Responsible Party,,Fred Hutchinson Cancer Research Center
900857,NCT01545258,Principal Investigator,Marius Henriksen,Senior researcher,,Frederiksberg University Hospital
978549,NCT01020773,,scientific research office of beijing shijitan hospital,,beijing shijitan hospital,
1046117,NCT03319459,Sponsor,,,,
957631,NCT00742040,,Paul Kantor/Principal Investigator,,The Hospital for Sick Children,
884077,NCT01765972,Sponsor,,,,
1171084,NCT01856738,Principal Investigator,Tom van Mierlo,drs T.J.M. van Mierlo,,VU University Medical Center
974938,NCT00980083,,University of Munich,,,
892067,NCT01661283,Sponsor,,,,
899531,NCT01562704,Sponsor,,,,
824159,NCT02548052,Sponsor,,,,
1166970,NCT00612716,Sponsor,,,,
793378,NCT02949414,Sponsor,,,,
889756,NCT01691768,Principal Investigator,Dr Quarraisha Abdool Karim,Associate Scientific Director,,Centre for the AIDS Programme of Research in South Africa
834255,NCT02416362,Principal Investigator,Jamilson Simões Brasileiro,Associeted Professor and Researcher,,Universidade Federal do Rio Grande do Norte
934945,NCT00393679,Sponsor,,,,
974229,NCT00968825,Sponsor,,,,
1153254,NCT00701701,Sponsor,,,,
864974,NCT02015559,Sponsor,,,,
922382,NCT00118092,Sponsor,,,,
955821,NCT00710892,Principal Investigator,Malcolm Brenner,Principal Investigator,,Baylor College of Medicine
787947,NCT03020121,Sponsor,,,,
875676,NCT01875770,Sponsor,,,,
984071,NCT01101126,Principal Investigator,Ofra Kalter-Leibovici MD,Dr.,,Sheba Medical Center
937206,NCT00436618,,Thomas E. Witzig,,Mayo Clinic Cancer Center,
1112193,NCT02919527,Principal Investigator,Prof. Dr. Dr. Winfried Banzer,Head of Department,,Goethe University
910903,NCT01412619,,PI: PD Dr. med. Steffen Rex,,"Clinic for Anaesthesiology, Clinical Trial Center Aachen",
924590,NCT00172536,,Ying-Tai Wu,,"School and Graduate Institute of Physical Therapy, College of Medicine, National Taiwan University",
951798,NCT00656214,,"College of Dental Sciences, India",,,
786354,NCT03040869,Principal Investigator,Xu Lei,Doctor,,Shanghai Zhongshan Hospital
875192,NCT01882075,Sponsor,,,,
822790,NCT02565914,Sponsor,,,,
943735,NCT00547716,Sponsor,,,,
869045,NCT01962337,Sponsor,,,,
892538,NCT01655082,Sponsor,,,,
854851,NCT02147717,Sponsor,,,,
965435,NCT00849823,Sponsor-Investigator,Richard Crosby,Chair-Department of Health Behavior,,University of Kentucky
854207,NCT02156128,Sponsor,,,,
839743,NCT02344927,Sponsor,,,,
958101,NCT00748241,Sponsor,,,,
874494,NCT01891149,Principal Investigator,"Jennifer Tang, MD, MSCR",Research Assistant Professor,,"University of North Carolina, Chapel Hill"
959510,NCT00768989,Sponsor,,,,
989174,NCT01168622,Principal Investigator,"Julie Oestreich, Pharm D, PhD",Assistant Professor,,University of Nebraska
941884,NCT00516334,Principal Investigator,"Linda J. Van Marter, M.D., M.P.H.",Attending Neonatologist and Associate Professor of Pediatrics Harvard Medical School,,Brigham and Women's Hospital
935504,NCT00395447,Sponsor,,,,
1022087,NCT01707485,Principal Investigator,Jeffrey Pernica,"Head, Division of Pediatric Infectious Disease",,Hamilton Health Sciences Corporation
866100,NCT02000843,Sponsor,,,,
904953,NCT01491282,Principal Investigator,dr. Sef Janssen,Dr. W.D. van Marken Lichtenbelt,,Maastricht University
958516,NCT00753506,Principal Investigator,"Faith Dickerson, PhD, MPH","Head, Stanley Research Program",,Sheppard Pratt Health System
790064,NCT02992587,Principal Investigator,Jesper Holst Pedersen,Doctor of Medical Science,,"Rigshospitalet, Denmark"
984562,NCT01108159,Sponsor,,,,
993425,NCT01220063,Sponsor,,,,
773904,NCT03202862,Principal Investigator,Zhimin Shao,Director of Breast Surgery Department of Fudan University Shanghai Cancer Center,,Fudan University
877827,NCT01847638,Sponsor-Investigator,"Melissa Toyos, MD",Principal Investigator,,Discover Vision Centers
885934,NCT01741766,Principal Investigator,Arturo Figueroa,Associate Professor,,Florida State University
979044,NCT01038960,Sponsor,,,,
876956,NCT01859013,Sponsor,,,,
1042087,NCT02372396,Principal Investigator,"Ariel Lang, PhD",Research Psychologist,,Veterans Medical Research Foundation
1152993,NCT02070757,Sponsor,,,,
842797,NCT02304900,Sponsor,,,,
965822,NCT00855777,,professor Roberto Corrocher,,Department of Clinical and Experimental Medicine - University of Verona,
906655,NCT01468987,Sponsor,,,,
919068,NCT00047619,Sponsor,,,,
865984,NCT02002351,Sponsor,,,,
878897,NCT01833650,Principal Investigator,Dr. Andreas Charalambous,Assistant Professor of Oncology and Palliative Care,,Cyprus University of Technology
907342,NCT01459887,Sponsor,,,,
804722,NCT02801565,Sponsor,,,,
958528,NCT00753662,Principal Investigator,"Michal Roll PhD,MBA",Dr. Alissa Ash,,Tel-Aviv Sourasky Medical Center
922881,NCT00128726,Principal Investigator,"Richard S. Legro, M.D.","Professor, Obstetrics and Gynecology and Public Health Sciences",,Milton S. Hershey Medical Center
990220,NCT01184105,Sponsor,,,,
911294,NCT01407471,Sponsor,,,,
802318,NCT02833051,Principal Investigator,Kathleen Loralee Keller,Assistant Professor,,Penn State University
1086463,NCT02864706,Sponsor,,,,
875840,NCT01873625,Sponsor,,,,
857257,NCT02116322,Sponsor,,,,
1000836,NCT01325805,Principal Investigator,Ruth Bunker Lathi,Principal Investigator,,Stanford University
969018,NCT00898456,Sponsor,,,,
982616,NCT01082380,Sponsor,,,,
1046227,NCT03314077,Principal Investigator,Weining Xiong,Professor,,Tongji Hospital
779439,NCT03130842,Principal Investigator,Elham Tabesh,Dr.,,Isfahan University of Medical Sciences
797919,NCT02890238,Principal Investigator,Ahmed Maged,Assistant professor,,Cairo University
841778,NCT02318199,Principal Investigator,Jian-Xin Zhou,Professor,,Capital Medical University
861185,NCT02064985,Sponsor,,,,
1091894,NCT03347526,Sponsor,,,,
944848,NCT00569270,Sponsor,,,,
997269,NCT01272479,,Istanbul University Scientific Research Projects,,Istanbul University,
977893,NCT01011985,,"Michele Mokrzycki, M.D.",,Montefiore Medical Center,
1003212,NCT03180996,Sponsor,,,,
868451,NCT01970111,Sponsor,,,,
825088,NCT02535897,Sponsor,,,,
933774,NCT00362999,,"Bridgette L. Jones, MD",,Childrnen's Mercy Hospitals and Clinics,
1110609,NCT02401022,Sponsor,,,,
